ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
744,Троицкий административный округ,Ноябрь,2020,1,"Supplier:ОАО «МОЭК»
Amount:3.221592793E7

Supplier:Мосводоканал
Amount:8979404.73

Supplier:прочие
Amount:4.965956517E7

Supplier:управляющие компании
Amount:1.273391823E7

",1146149015
745,Центральный административный округ,Декабрь,2020,1.39025640239E9,"Supplier:ОАО «МОЭК»
Amount:5

Supplier:Газпром межрегионгаз Москва
Amount:2.305093948E7

Supplier:Мосводоканал
Amount:1.4614162265E8

Supplier:Ростелеком
Amount:3.757522248E7

Supplier:РСВО
Amount:9991733.32

Supplier:прочие
Amount:2.6908983083E8

Supplier:управляющие компании
Amount:4

",1146149049
746,Северный административный округ,Декабрь,2020,1.86811610511E9,"Supplier:ОАО «МОЭК»
Amount:6.6623126784E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.1287554323E8

Supplier:Ростелеком
Amount:6.394007557E7

Supplier:РСВО
Amount:1.52388551E7

Supplier:прочие
Amount:3.5742364314E8

Supplier:управляющие компании
Amount:5.2142707277E8

",1146149050
747,Северо-Восточный административный округ,Декабрь,2020,2.11658350112E9,"Supplier:ОАО «МОЭК»
Amount:7.3956924596E8

Supplier:Газпром межрегионгаз Москва
Amount:2.132562777E7

Supplier:Мосводоканал
Amount:2.3870975128E8

Supplier:Ростелеком
Amount:7.320185946E7

Supplier:РСВО
Amount:1.683992865E7

Supplier:прочие
Amount:3.9381380096E8

Supplier:управляющие компании
Amount:6.3312328704E8

",1146149053
748,Восточный административный округ,Декабрь,2020,2.26762542666E9,"Supplier:ОАО «МОЭК»
Amount:8.4033325949E8

Supplier:Мосэнергосбыт
Amount:2.285920065E7

Supplier:Газпром межрегионгаз Москва
Amount:4.381741569E7

Supplier:Мосводоканал
Amount:2.5359989963E8

Supplier:Ростелеком
Amount:8.708735106E7

Supplier:РСВО
Amount:1.673178522E7

Supplier:прочие
Amount:3.6198796798E8

Supplier:управляющие компании
Amount:6.4120854694E8

",1146149056
749,Юго-Восточный административный округ,Декабрь,2020,2.20526687133E9,"Supplier:ОАО «МОЭК»
Amount:6.5670048089E8

Supplier:Мосэнергосбыт
Amount:3.536344436E7

Supplier:Газпром межрегионгаз Москва
Amount:2.736239575E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:4270102.84

Supplier:РСВО
Amount:1.482080654E7

Supplier:прочие
Amount:4.9992766388E8

Supplier:управляющие компании
Amount:7.6371818567E8

",1146149060
750,Южный административный округ,Декабрь,2020,2.42362481993E9,"Supplier:ОАО «МОЭК»
Amount:8.8306873568E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5743699835E8

Supplier:Ростелеком
Amount:9.208239162E7

Supplier:РСВО
Amount:1.938917722E7

Supplier:прочие
Amount:4.5722045129E8

Supplier:управляющие компании
Amount:6.8427060072E8

",1146149062
751,Юго-Западный административный округ,Декабрь,2020,2.25945737669E9,"Supplier:ОАО «МОЭК»
Amount:8.4580518598E8

Supplier:Газпром межрегионгаз Москва
Amount:1.979241403E7

Supplier:Мосводоканал
Amount:2.3177168811E8

Supplier:Ростелеком
Amount:8.430723263E7

Supplier:РСВО
Amount:1.732561905E7

Supplier:прочие
Amount:4.2205760266E8

Supplier:управляющие компании
Amount:6.3839763423E8

",1146149065
752,Западный административный округ,Декабрь,2020,1.87316396812E9,"Supplier:ОАО «МОЭК»
Amount:6.3969061183E8

Supplier:Газпром межрегионгаз Москва
Amount:2.350766973E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.888361231E7

Supplier:РСВО
Amount:1.434711642E7

Supplier:прочие
Amount:3.7220011288E8

Supplier:управляющие компании
Amount:5.5201609264E8

",1146149069
753,Северо-Западный административный округ,Декабрь,2020,1.32676489118E9,"Supplier:ОАО «МОЭК»
Amount:4.7073520486E8

Supplier:Газпром межрегионгаз Москва
Amount:1.671430687E7

Supplier:Мосводоканал
Amount:1.4044581255E8

Supplier:Ростелеком
Amount:4.954212658E7

Supplier:РСВО
Amount:1.116247586E7

Supplier:прочие
Amount:2.4205308917E8

Supplier:управляющие компании
Amount:3.9611187529E8

",1146149094
754,Зеленоградский административный округ,Декабрь,2020,4.3602388077E8,"Supplier:Газпром межрегионгаз Москва
Amount:182096.53

Supplier:Мосводоканал
Amount:4.78000364E7

Supplier:Ростелеком
Amount:1.794823621E7

Supplier:РСВО
Amount:3492340.12

Supplier:прочие
Amount:2.3880254049E8

Supplier:управляющие компании
Amount:1.2779863102E8

",1146149098
755,Новомосковский административный округ,Декабрь,2020,2.7493131244E8,"Supplier:ОАО «МОЭК»
Amount:5.613201619E7

Supplier:Мосводоканал
Amount:1.561003263E7

Supplier:прочие
Amount:1.8007601023E8

Supplier:управляющие компании
Amount:2.311325339E7

",1146149099
756,Троицкий административный округ,Декабрь,2020,1,"Supplier:ОАО «МОЭК»
Amount:3.602930862E7

Supplier:Мосводоканал
Amount:9178103.13

Supplier:прочие
Amount:5

Supplier:управляющие компании
Amount:1.272052736E7

",1146149101
757,Центральный административный округ,Январь,2021,1.39025640239E9,"Supplier:ОАО «МОЭК»
Amount:5.2423186365E8

Supplier:Газпром межрегионгаз Москва
Amount:2.311439742E7

Supplier:Мосводоканал
Amount:1.4532008798E8

Supplier:Ростелеком
Amount:3.751189601E7

Supplier:РСВО
Amount:9950302.27

Supplier:прочие
Amount:2.5499523999E8

Supplier:управляющие компании
Amount:4.1535603858E8

",1146149191
758,Северный административный округ,Январь,2021,1.86811610511E9,"Supplier:ОАО «МОЭК»
Amount:6.6489476168E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.1013547367E8

Supplier:Ростелеком
Amount:6.369432769E7

Supplier:РСВО
Amount:1.516111611E7

Supplier:прочие
Amount:3.8397878689E8

Supplier:управляющие компании
Amount:5.4164709459E8

",1146149192
759,Северо-Восточный административный округ,Январь,2021,2.11658350112E9,"Supplier:ОАО «МОЭК»
Amount:7.4742375013E8

Supplier:Газпром межрегионгаз Москва
Amount:2.123745237E7

Supplier:Мосводоканал
Amount:2.3409231924E8

Supplier:Ростелеком
Amount:7.294812328E7

Supplier:РСВО
Amount:1.673444143E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.5740686687E8

",1146149194
760,Восточный административный округ,Январь,2021,2.26762542666E9,"Supplier:ОАО «МОЭК»
Amount:8.4958551487E8

Supplier:Мосэнергосбыт
Amount:2.272304843E7

Supplier:Газпром межрегионгаз Москва
Amount:4.379513665E7

Supplier:Мосводоканал
Amount:2.5005689346E8

Supplier:Ростелеком
Amount:8.692918572E7

Supplier:РСВО
Amount:1.64186677E7

Supplier:прочие
Amount:3.7048656252E8

Supplier:управляющие компании
Amount:6.6647308823E8

",1146149196
761,Юго-Восточный административный округ,Январь,2021,2.20526687133E9,"Supplier:ОАО «МОЭК»
Amount:6.6094001159E8

Supplier:Мосэнергосбыт
Amount:3.557523469E7

Supplier:Газпром межрегионгаз Москва
Amount:2.73453796E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:4262052.61

Supplier:РСВО
Amount:1.477405482E7

Supplier:прочие
Amount:5.1860250665E8

Supplier:управляющие компании
Amount:7.7933164703E8

",1146149199
762,Южный административный округ,Январь,2021,2.42362481993E9,"Supplier:ОАО «МОЭК»
Amount:8.8660425574E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5189732406E8

Supplier:Ростелеком
Amount:9.193985578E7

Supplier:РСВО
Amount:1.932096484E7

Supplier:прочие
Amount:4.7015425365E8

Supplier:управляющие компании
Amount:7.1286655053E8

",1146149218
763,Юго-Западный административный округ,Январь,2021,2.25945737669E9,"Supplier:ОАО «МОЭК»
Amount:8.4739381419E8

Supplier:Газпром межрегионгаз Москва
Amount:1.970359427E7

Supplier:Мосводоканал
Amount:2.2572462148E8

Supplier:Ростелеком
Amount:8.393381006E7

Supplier:РСВО
Amount:1.718948575E7

Supplier:прочие
Amount:4.3473275337E8

Supplier:управляющие компании
Amount:6.6380130099E8

",1146149220
764,Западный административный округ,Январь,2021,1.87316396812E9,"Supplier:ОАО «МОЭК»
Amount:6.474068194E8

Supplier:Газпром межрегионгаз Москва
Amount:2.351703111E7

Supplier:Мосводоканал
Amount:1.9978447414E8

Supplier:Ростелеком
Amount:6.874278077E7

Supplier:РСВО
Amount:1.428287323E7

Supplier:прочие
Amount:3.8977080649E8

Supplier:управляющие компании
Amount:5.7402080956E8

",1146149222
765,Северо-Западный административный округ,Январь,2021,1.32676489118E9,"Supplier:ОАО «МОЭК»
Amount:4.7354249768E8

Supplier:Газпром межрегионгаз Москва
Amount:1.66827854E7

Supplier:Мосводоканал
Amount:1.3935162756E8

Supplier:Ростелеком
Amount:4.94550539E7

Supplier:РСВО
Amount:1.110078996E7

Supplier:прочие
Amount:2.442573099E8

Supplier:управляющие компании
Amount:4.1236534488E8

",1146149224
766,Зеленоградский административный округ,Январь,2021,4.3602388077E8,"Supplier:ОАО «МОЭК»
Amount:1

Supplier:Газпром межрегионгаз Москва
Amount:182251.72

Supplier:Мосводоканал
Amount:46715137

Supplier:Ростелеком
Amount:1.795873538E7

Supplier:РСВО
Amount:3479788.52

Supplier:прочие
Amount:1.4212707611E8

Supplier:управляющие компании
Amount:1.3432885289E8

",1146149225
767,Новомосковский административный округ,Январь,2021,2.7493131244E8,"Supplier:ОАО «МОЭК»
Amount:6.247176723E7

Supplier:Мосводоканал
Amount:1.515637898E7

Supplier:прочие
Amount:1.8869410823E8

Supplier:управляющие компании
Amount:2.287164717E7

",1146149227
768,Троицкий административный округ,Январь,2021,1,"Supplier:ОАО «МОЭК»
Amount:3.54947903E7

Supplier:Мосводоканал
Amount:8280252.59

Supplier:прочие
Amount:5

Supplier:управляющие компании
Amount:1.290399191E7

",1146149229
769,Центральный административный округ,Февраль,2021,1.36997152859E9,"Supplier:ОАО «МОЭК»
Amount:4.7632383818E8

Supplier:Газпром межрегионгаз Москва
Amount:2.317431335E7

Supplier:Мосводоканал
Amount:1.4574350633E8

Supplier:Ростелеком
Amount:3.746921484E7

Supplier:РСВО
Amount:9899097.39

Supplier:прочие
Amount:2.5711159747E8

Supplier:управляющие компании
Amount:4.2024996103E8

",1146149253
770,Северный административный округ,Февраль,2021,1.89856552983E9,"Supplier:ОАО «МОЭК»
Amount:6.6137563397E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.1078601369E8

Supplier:Ростелеком
Amount:6.370912795E7

Supplier:РСВО
Amount:1.509886378E7

Supplier:прочие
Amount:3.7438968584E8

Supplier:управляющие компании
Amount:5.4248978387E8

",1146149256
771,Северо-Восточный административный округ,Февраль,2021,2.1308795662E9,"Supplier:ОАО «МОЭК»
Amount:7.2234197256E8

Supplier:Газпром межрегионгаз Москва
Amount:2.122301089E7

Supplier:Мосводоканал
Amount:2.345756817E8

Supplier:Ростелеком
Amount:7.292855102E7

Supplier:РСВО
Amount:1.664913659E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.5476505978E8

",1146149257
772,Восточный административный округ,Февраль,2021,2.28718884797E9,"Supplier:ОАО «МОЭК»
Amount:8.2969696074E8

Supplier:Мосэнергосбыт
Amount:2.219627451E7

Supplier:Газпром межрегионгаз Москва
Amount:4.374835325E7

Supplier:Газпром межрегионгаз Москва
Amount:2.5237484715E8

Supplier:Ростелеком
Amount:8.687500981E7

Supplier:РСВО
Amount:1.630180386E7

Supplier:прочие
Amount:3.725768181E8

Supplier:управляющие компании
Amount:6.6341878055E8

",1146149260
773,Юго-Восточный административный округ,Февраль,2021,2.22744855599E9,"Supplier:ОАО «МОЭК»
Amount:646956671

Supplier:Мосэнергосбыт
Amount:3.436655773E7

Supplier:Газпром межрегионгаз Москва
Amount:2.734348761E7

Supplier:Мосводоканал
Amount:1.9990414004E8

Supplier:Ростелеком
Amount:4251274.52

Supplier:РСВО
Amount:1.445950249E7

Supplier:прочие
Amount:5.157177741E8

Supplier:управляющие компании
Amount:7.844491485E8

",1146149263
774,Южный административный округ,Февраль,2021,2.45137358753E9,"Supplier:ОАО «МОЭК»
Amount:8.6745715015E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5477628366E8

Supplier:Ростелеком
Amount:9.18571549E7

Supplier:РСВО
Amount:1.921487132E7

Supplier:прочие
Amount:4.7582696393E8

Supplier:управляющие компании
Amount:7.1212943464E8

",1146149265
775,Юго-Западный административный округ,Февраль,2021,2.26371666119E9,"Supplier:ОАО «МОЭК»
Amount:8.1584827275E8

Supplier:Газпром межрегионгаз Москва
Amount:1.970904012E7

Supplier:Мосводоканал
Amount:2.2617097456E8

Supplier:Ростелеком
Amount:8.413219141E7

Supplier:РСВО
Amount:1.714593951E7

Supplier:прочие
Amount:4.3519945159E8

Supplier:управляющие компании
Amount:6.6551079125E8

",1146149301
776,Западный административный округ,Февраль,2021,1.89218920609E9,"Supplier:ОАО «МОЭК»
Amount:6.2682197078E8

Supplier:Газпром межрегионгаз Москва
Amount:2.339952683E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.853298601E7

Supplier:РСВО
Amount:1.420710591E7

Supplier:прочие
Amount:3.8435669749E8

Supplier:управляющие компании
Amount:5.7243619243E8

",1146149331
777,Северо-Западный административный округ,Февраль,2021,1.35243676157E9,"Supplier:ОАО «МОЭК»
Amount:4.7716695335E8

Supplier:Газпром межрегионгаз Москва
Amount:1.669577361E7

Supplier:Мосводоканал
Amount:1.3999319107E8

Supplier:Ростелеком
Amount:4.949269205E7

Supplier:РСВО
Amount:1.106285221E7

Supplier:прочие
Amount:2.4595133395E8

Supplier:управляющие компании
Amount:4.1207396533E8

",1146149370
778,Зеленоградский административный округ,Февраль,2021,4.4958612352E8,"Supplier:ОАО «МОЭК»
Amount:1.6451886866E8

Supplier:Газпром межрегионгаз Москва
Amount:181965.31

Supplier:Мосводоканал
Amount:4.902574988E7

Supplier:Ростелеком
Amount:1.79111712E7

Supplier:РСВО
Amount:3451880.72

Supplier:прочие
Amount:7.765049063E7

Supplier:управляющие компании
Amount:1.3684599712E8

",1146149414
779,Новомосковский административный округ,Февраль,2021,2.907550192E8,"Supplier:ОАО «МОЭК»
Amount:6.65075145E7

Supplier:Мосводоканал
Amount:1.50667988E7

Supplier:прочие
Amount:1.8709983437E8

Supplier:управляющие компании
Amount:2.208087153E7

",1146149438
780,Троицкий административный округ,Февраль,2021,1,"Supplier:ОАО «МОЭК»
Amount:3.49265474E7

Supplier:Мосводоканал
Amount:8212531.42

Supplier:прочие
Amount:5.160433612E7

Supplier:управляющие компании
Amount:1.281275556E7

",1146149460
781,Центральный административный округ,Март,2021,1.38567590484E9,"Supplier:ОАО «МОЭК»
Amount:4.9437579549E8

Supplier:Газпром межрегионгаз Москва
Amount:2.307389866E7

Supplier:Мосводоканал
Amount:1.445896224E8

Supplier:Ростелеком
Amount:3.744178544E7

Supplier:РСВО
Amount:9885761.65

Supplier:прочие
Amount:2.5810188438E8

Supplier:управляющие компании
Amount:4.1820715682E8

",1146150147
782,Северный административный округ,Март,2021,1.89102676946E9,"Supplier:ОАО «МОЭК»
Amount:6.5512391603E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.367572248E7

Supplier:РСВО
Amount:1.503938597E7

Supplier:прочие
Amount:3.7625502309E8

Supplier:управляющие компании
Amount:5.4256335283E8

",1146150185
783,Северо-Восточный административный округ,Март,2021,2.13552761776E9,"Supplier:ОАО «МОЭК»
Amount:7.2866936077E8

Supplier:Газпром межрегионгаз Москва
Amount:2.128218868E7

Supplier:Мосводоканал
Amount:2.3280384851E8

Supplier:Ростелеком
Amount:7.277206524E7

Supplier:РСВО
Amount:1.657730937E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.5471958018E8

",1146150220
784,Восточный административный округ,Март,2021,2.28057764547E9,"Supplier:ОАО «МОЭК»
Amount:8.2967138561E8

Supplier:Мосэнергосбыт
Amount:2.231368481E7

Supplier:Газпром межрегионгаз Москва
Amount:4.349227463E7

Supplier:Мосводоканал
Amount:2.4799570897E8

Supplier:Ростелеком
Amount:8.638135288E7

Supplier:РСВО
Amount:1.614347645E7

Supplier:прочие
Amount:3.7214065405E8

Supplier:управляющие компании
Amount:6.6243910807E8

",1146150288
785,Юго-Восточный административный округ,Март,2021,2.23038537194E9,"Supplier:ОАО «МОЭК»
Amount:6.5264562441E8

Supplier:Мосэнергосбыт
Amount:3.736627689E7

Supplier:Газпром межрегионгаз Москва
Amount:2.735395667E7

Supplier:Мосводоканал
Amount:1.9821163529E8

Supplier:Ростелеком
Amount:4237624.37

Supplier:РСВО
Amount:1.447767586E7

Supplier:прочие
Amount:5.2129836538E8

Supplier:управляющие компании
Amount:7.7479421307E8

",1146150394
786,Южный административный округ,Март,2021,2.46901069062E9,"Supplier:ОАО «МОЭК»
Amount:8.8139763288E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.525087666E8

Supplier:Ростелеком
Amount:9.182007807E7

Supplier:РСВО
Amount:1.914824795E7

Supplier:прочие
Amount:4.7898795846E8

Supplier:управляющие компании
Amount:7.1497543043E8

",1146150482
787,Юго-Западный административный округ,Март,2021,2.27575893593E9,"Supplier:ОАО «МОЭК»
Amount:8.3014912382E8

Supplier:Газпром межрегионгаз Москва
Amount:1.974483343E7

Supplier:Мосводоканал
Amount:2.243723482E8

Supplier:Ростелеком
Amount:8.410627368E7

Supplier:РСВО
Amount:1.706532523E7

Supplier:прочие
Amount:4.338863581E8

Supplier:управляющие компании
Amount:6.6643467347E8

",1146150585
788,Западный административный округ,Март,2021,1.90276942322E9,"Supplier:ОАО «МОЭК»
Amount:6.3444175589E8

Supplier:Газпром межрегионгаз Москва
Amount:2.339360776E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.847575655E7

Supplier:РСВО
Amount:1.417936277E7

Supplier:прочие
Amount:3.8828903032E8

Supplier:управляющие компании
Amount:5.732301556E8

",1146150654
789,Северо-Западный административный округ,Март,2021,1.35472803217E9,"Supplier:ОАО «МОЭК»
Amount:4.7752298326E8

Supplier:Газпром межрегионгаз Москва
Amount:1.681918783E7

Supplier:Мосводоканал
Amount:1.3974691252E8

Supplier:Ростелеком
Amount:4.952429624E7

Supplier:РСВО
Amount:1.10325544E7

Supplier:прочие
Amount:2.4704425835E8

Supplier:управляющие компании
Amount:4.1303783957E8

",1146150700
790,Зеленоградский административный округ,Март,2021,4.4518023136E8,"Supplier:ОАО «МОЭК»
Amount:1.6393448059E8

Supplier:Газпром межрегионгаз Москва
Amount:182321.74

Supplier:Мосводоканал
Amount:4.71822341E7

Supplier:Ростелеком
Amount:1.791933585E7

Supplier:РСВО
Amount:3441965.85

Supplier:прочие
Amount:7.783000485E7

Supplier:управляющие компании
Amount:1.3468988838E8

",1146150803
791,Новомосковский административный округ,Март,2021,2.9273340346E8,"Supplier:ОАО «МОЭК»
Amount:6.712583742E7

Supplier:Мосводоканал
Amount:1.49357357E7

Supplier:прочие
Amount:1.8850311298E8

Supplier:управляющие компании
Amount:2.216871736E7

",1146150890
792,Троицкий административный округ,Март,2021,1,"Supplier:ОАО «МОЭК»
Amount:3.615502787E7

Supplier:Мосводоканал
Amount:7979644

Supplier:прочие
Amount:5

Supplier:управляющие компании
Amount:1.29548381E7

",1146150940
793,Центральный административный округ,Апрель,2021,1.38433332946E9,"Supplier:ОАО «МОЭК»
Amount:4.9301496305E8

Supplier:Газпром межрегионгаз Москва
Amount:2.312443422E7

Supplier:Мосводоканал
Amount:1.4365185884E8

Supplier:Ростелеком
Amount:3.733549566E7

Supplier:РСВО
Amount:1

Supplier:прочие
Amount:2.5860159191E8

Supplier:управляющие компании
Amount:4.1837923495E8

",1146151174
794,Северный административный округ,Апрель,2021,1.9008900575E9,"Supplier:ОАО «МОЭК»
Amount:6.5084254725E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.355109339E7

Supplier:РСВО
Amount:1.557415805E7

Supplier:прочие
Amount:3.9242618091E8

Supplier:управляющие компании
Amount:5.4345455048E8

",1146151568
795,Северо-Восточный административный округ,Апрель,2021,2.14541078138E9,"Supplier:ОАО «МОЭК»
Amount:7.2634106759E8

Supplier:Газпром межрегионгаз Москва
Amount:2.124692679E7

Supplier:Мосводоканал
Amount:2.2762451093E8

Supplier:Ростелеком
Amount:7.277857285E7

Supplier:РСВО
Amount:1.713683774E7

Supplier:прочие
Amount:4.2460067647E8

Supplier:управляющие компании
Amount:6.5568218901E8

",1146151630
796,Восточный административный округ,Апрель,2021,2.2752519377E9,"Supplier:ОАО «МОЭК»
Amount:8.2561800017E8

Supplier:Мосэнергосбыт
Amount:2

Supplier:Газпром межрегионгаз Москва
Amount:4.360914277E7

Supplier:Мосводоканал
Amount:2.4168400359E8

Supplier:Ростелеком
Amount:8.652067947E7

Supplier:РСВО
Amount:1.674256576E7

Supplier:прочие
Amount:3.8048047738E8

Supplier:управляющие компании
Amount:6.5996991165E8

",1146151712
797,Юго-Восточный административный округ,Апрель,2021,2.21624438067E9,"Supplier:ОАО «МОЭК»
Amount:6.4418374944E8

Supplier:Мосэнергосбыт
Amount:3

Supplier:Газпром межрегионгаз Москва
Amount:27359825

Supplier:Мосводоканал
Amount:1.9043576652E8

Supplier:Ростелеком
Amount:4243926

Supplier:РСВО
Amount:1.499134126E7

Supplier:прочие
Amount:5.2808532817E8

Supplier:управляющие компании
Amount:7.7609412174E8

",1146151791
798,Южный административный округ,Апрель,2021,2.45049563095E9,"Supplier:ОАО «МОЭК»
Amount:8.6444051363E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.4152907922E8

Supplier:Ростелеком
Amount:9.155760247E7

Supplier:РСВО
Amount:1.975271235E7

Supplier:прочие
Amount:4.9145738986E8

Supplier:управляющие компании
Amount:7.1167295276E8

",1146152008
799,Юго-Западный административный округ,Апрель,2021,2.28404894092E9,"Supplier:ОАО «МОЭК»
Amount:8.3186440475E8

Supplier:Газпром межрегионгаз Москва
Amount:1.976311489E7

Supplier:Мосводоканал
Amount:2.2099435459E8

Supplier:Ростелеком
Amount:8.410664964E7

Supplier:РСВО
Amount:1.765298192E7

Supplier:прочие
Amount:4.4012075366E8

Supplier:управляющие компании
Amount:6.6954668147E8

",1146152078
800,Западный административный округ,Апрель,2021,1.89959133047E9,"Supplier:ОАО «МОЭК»
Amount:6.2959298435E8

Supplier:Газпром межрегионгаз Москва
Amount:2.33561193E7

Supplier:Мосводоканал
Amount:1.9528128016E8

Supplier:Ростелеком
Amount:6.838536937E7

Supplier:РСВО
Amount:1.46825983E7

Supplier:прочие
Amount:3.9551523583E8

Supplier:управляющие компании
Amount:5.7277774316E8

",1146153658
801,Северо-Западный административный округ,Апрель,2021,1.34344667875E9,"Supplier:ОАО «МОЭК»
Amount:4.7231677632E8

Supplier:Газпром межрегионгаз Москва
Amount:1.670607375E7

Supplier:Мосводоканал
Amount:1.3561329471E8

Supplier:Ростелеком
Amount:4.939355008E7

Supplier:РСВО
Amount:1.139737379E7

Supplier:прочие
Amount:2.4818139612E8

Supplier:управляющие компании
Amount:4

",1146153770
802,Зеленоградский административный округ,Апрель,2021,4.4331136436E8,"Supplier:ОАО «МОЭК»
Amount:1.6261260579E8

Supplier:Газпром межрегионгаз Москва
Amount:183541.25

Supplier:Мосводоканал
Amount:4.583114774E7

Supplier:Ростелеком
Amount:1.789825225E7

Supplier:РСВО
Amount:3552524.47

Supplier:прочие
Amount:7.842874613E7

Supplier:управляющие компании
Amount:1.3480454673E8

",1146153819
803,Новомосковский административный округ,Апрель,2021,2.8884006497E8,"Supplier:ОАО «МОЭК»
Amount:6.584250873E7

Supplier:Мосводоканал
Amount:1.434820408E7

Supplier:прочие
Amount:1.865577251E8

Supplier:управляющие компании
Amount:2.209162706E7

",1146153860
804,Троицкий административный округ,Апрель,2021,1,"Supplier:ОАО «МОЭК»
Amount:3.340165027E7

Supplier:Мосводоканал
Amount:7792476.75

Supplier:прочие
Amount:4.809765756E7

Supplier:управляющие компании
Amount:1.29630048E7

",1146154019
805,Центральный административный округ,Май,2021,1.39971150675E9,"Supplier:ОАО «МОЭК»
Amount:4.9021082068E8

Supplier:Газпром межрегионгаз Москва
Amount:2.31377555E7

Supplier:Мосводоканал
Amount:1.4690686845E8

Supplier:Ростелеком
Amount:3.729958799E7

Supplier:РСВО
Amount:1

Supplier:прочие
Amount:2.6699193918E8

Supplier:управляющие компании
Amount:4.2498848307E8

",1146154286
806,Северный административный округ,Май,2021,1.89362296406E9,"Supplier:ОАО «МОЭК»
Amount:6.5343533456E8

Supplier:Газпром межрегионгаз Москва
Amount:3.126796286E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.328219716E7

Supplier:РСВО
Amount:1.545993196E7

Supplier:прочие
Amount:3.7826321766E8

Supplier:управляющие компании
Amount:5.4298492503E8

",1146154361
807,Северо-Восточный административный округ,Май,2021,2.14959484699E9,"Supplier:ОАО «МОЭК»
Amount:7.3146046733E8

Supplier:Газпром межрегионгаз Москва
Amount:2.127170535E7

Supplier:Мосводоканал
Amount:2.3492977394E8

Supplier:Ростелеком
Amount:7.269434745E7

Supplier:РСВО
Amount:1.713114615E7

Supplier:прочие
Amount:4.1474245732E8

Supplier:управляющие компании
Amount:6.5736494945E8

",1146154401
808,Восточный административный округ,Май,2021,2.28717899495E9,"Supplier:ОАО «МОЭК»
Amount:8.3111602847E8

Supplier:Мосэнергосбыт
Amount:2

Supplier:Газпром межрегионгаз Москва
Amount:4.349443116E7

Supplier:Мосводоканал
Amount:2.500433683E8

Supplier:Ростелеком
Amount:8.619671241E7

Supplier:РСВО
Amount:1.662408373E7

Supplier:прочие
Amount:3.7906688412E8

Supplier:управляющие компании
Amount:6.600877034E8

",1146154442
809,Юго-Восточный административный округ,Май,2021,2.23580860527E9,"Supplier:ОАО «МОЭК»
Amount:6.5310799665E8

Supplier:Мосэнергосбыт
Amount:3.122064076E7

Supplier:Газпром межрегионгаз Москва
Amount:2.74131782E7

Supplier:Мосводоканал
Amount:1.9777293842E8

Supplier:Ростелеком
Amount:4224341.42

Supplier:РСВО
Amount:1.490424145E7

Supplier:прочие
Amount:5.2422472869E8

Supplier:управляющие компании
Amount:7.8294053968E8

",1146154486
810,Южный административный округ,Май,2021,2.48660946822E9,"Supplier:ОАО «МОЭК»
Amount:8.7616312994E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5558531403E8

Supplier:Ростелеком
Amount:9.149897663E7

Supplier:РСВО
Amount:1.966524762E7

Supplier:прочие
Amount:4.9940836493E8

Supplier:управляющие компании
Amount:7.1417102955E8

",1146154533
811,Юго-Западный административный округ,Май,2021,2.30006008021E9,"Supplier:ОАО «МОЭК»
Amount:8.3746920801E8

Supplier:Газпром межрегионгаз Москва
Amount:1.978297369E7

Supplier:Мосводоканал
Amount:2.2999049371E8

Supplier:Ростелеком
Amount:8.39818465E7

Supplier:РСВО
Amount:1.757629857E7

Supplier:прочие
Amount:4.4225258434E8

Supplier:управляющие компании
Amount:6.6900667539E8

",1146154592
